CandidateID,ApplicationDate,Source,Department,Stage,TimeToHire,OfferStatus,HireStatus,Location,ExperienceYears,Gender,DiversityFlag,EduLevel,InterviewScore,ExpectedCTC,OfferedCTC,NoticePeriodDays,JoiningDate,AttritionFlag,Recruiter,Remarks
C04497,2025-05-20,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Male,No,Masters,,,,15,,No,David Brown,
C04498,2025-02-01,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,4,Female,Yes,Masters,,,,30,,No,Eve Miller,Profile reviewed.
C04499,2024-10-02,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,20,Male,No,PhD,,,,15,,No,Eve Miller,Profile reviewed.
C04500,2025-06-07,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,17,Female,Yes,Masters,,,,30,,No,Alice Johnson,Profile reviewed.
C04501,2024-10-06,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,11,Female,Yes,PhD,,,,30,,No,David Brown,
C04502,2025-04-27,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,12,Female,Yes,Masters,,,,60,,No,Bob Williams,Candidate met expectations.
C04503,2025-07-08,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,PhD,,,,30,,No,Eve Miller,Interview completed.
C04504,2024-07-12,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,10,Male,No,PhD,,,,60,,No,Bob Williams,Awaiting feedback.
C04505,2025-01-12,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,19,Female,Yes,Masters,,,,15,,No,Carol Davis,Standard application.
C04506,2024-10-31,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Male,No,Bachelors,,,,60,,No,Carol Davis,Candidate met expectations.
C04507,2024-10-30,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Diploma,,,,90,,No,Carol Davis,Awaiting feedback.
C04508,2025-06-30,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,1,Female,Yes,Diploma,,,,15,,No,Carol Davis,Awaiting feedback.
C04509,2025-06-28,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Female,Yes,Masters,,,,30,,No,Eve Miller,
C04510,2024-12-01,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,9,Male,No,PhD,,,,60,,No,Alice Johnson,
C04511,2024-07-21,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Female,Yes,PhD,,,,90,,No,David Brown,Candidate met expectations.
C04512,2025-04-06,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Female,Yes,PhD,,,,90,,No,Bob Williams,Standard application.
C04513,2024-07-16,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Female,Yes,PhD,,,,60,,No,Eve Miller,Awaiting feedback.
C04514,2025-05-29,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,10,Female,Yes,Diploma,,,,30,,No,Alice Johnson,Standard application.
C04515,2025-06-05,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,3,Male,No,Bachelors,,,,15,,No,David Brown,
C04516,2025-05-29,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Female,Yes,Masters,,,,30,,No,Carol Davis,
C04517,2025-01-03,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,18,Male,No,Diploma,,,,15,,No,David Brown,
C04518,2024-09-02,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,Masters,,,,60,,No,Bob Williams,Standard application.
C04519,2024-11-26,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Female,Yes,Diploma,,,,15,,No,Eve Miller,Candidate met expectations.
C04520,2024-10-16,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,12,Female,Yes,Masters,,,,60,,No,Carol Davis,
C04521,2024-08-20,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Bachelors,,,,30,,No,Bob Williams,
C04522,2025-06-09,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,4,Female,Yes,PhD,,,,90,,No,Carol Davis,Interview completed.
C04523,2024-12-22,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,14,Male,No,Diploma,,,,30,,No,Alice Johnson,
C04524,2025-07-07,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,6,Female,Yes,PhD,,,,90,,No,Bob Williams,Candidate met expectations.
C04525,2024-08-09,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,10,Female,Yes,Bachelors,,,,15,,No,Carol Davis,
C04526,2024-07-25,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Female,Yes,Bachelors,,,,60,,No,Alice Johnson,Profile reviewed.
C04527,2024-11-11,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,9,Male,No,Masters,,,,15,,No,David Brown,Standard application.
C04528,2025-01-16,Agency,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Female,Yes,PhD,,,,90,,No,David Brown,
C04529,2025-05-07,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Remote,0,Female,Yes,Bachelors,,,,15,,No,Carol Davis,Candidate met expectations.
C04530,2025-03-11,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Bachelors,,,,90,,No,Carol Davis,Profile reviewed.
C04531,2024-12-28,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,14,Male,No,Bachelors,,,,60,,No,Bob Williams,Awaiting feedback.
C04532,2024-10-06,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Male,No,Bachelors,,,,90,,No,Eve Miller,Standard application.
C04533,2024-10-31,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,4,Female,Yes,Bachelors,,,,90,,No,Eve Miller,Candidate met expectations.
C04534,2025-02-11,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,9,Male,No,Diploma,,,,60,,No,David Brown,Interview completed.
C04535,2024-08-21,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,Bachelors,,,,60,,No,Bob Williams,Candidate met expectations.
C04536,2025-07-09,Agency,Finance,Screened,,Rejected,Rejected by Recruiter,Remote,3,Female,Yes,PhD,,,,30,,No,Eve Miller,Profile reviewed.
C04537,2025-05-08,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,PhD,,,,90,,No,David Brown,Standard application.
C04538,2024-11-25,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Other,Yes,Masters,,,,60,,No,Eve Miller,
C04539,2024-10-07,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Female,Yes,PhD,,,,15,,No,Carol Davis,
C04540,2025-01-03,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,PhD,,,,90,,No,David Brown,Interview completed.
C04541,2024-12-20,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Male,No,Bachelors,,,,15,,No,Bob Williams,Awaiting feedback.
C04542,2025-05-29,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,PhD,,,,15,,No,Alice Johnson,Awaiting feedback.
C04543,2024-12-28,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,12,Female,Yes,Masters,,,,15,,No,Alice Johnson,Candidate met expectations.
C04544,2024-09-24,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,Bachelors,,,,60,,No,Carol Davis,Awaiting feedback.
C04545,2025-05-14,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,9,Male,No,PhD,,,,15,,No,Eve Miller,
C04546,2025-02-19,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,12,Male,No,Masters,,,,30,,No,Eve Miller,Awaiting feedback.
C04547,2025-06-02,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,20,Male,No,Diploma,,,,90,,No,Eve Miller,
C04548,2025-04-02,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,18,Female,Yes,PhD,,,,30,,No,Bob Williams,Profile reviewed.
C04549,2024-07-30,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,7,Female,Yes,Diploma,,,,90,,No,David Brown,Profile reviewed.
C04550,2024-12-15,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Female,Yes,Bachelors,,,,90,,No,Eve Miller,
C04551,2024-08-18,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Male,No,Bachelors,,,,30,,No,Bob Williams,
C04552,2025-02-17,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Hyderabad,20,Male,No,Bachelors,,,,30,,No,David Brown,
C04553,2024-10-04,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Male,No,Masters,,,,15,,No,Eve Miller,Standard application.
C04554,2024-08-11,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,19,Female,Yes,PhD,,,,15,,No,Carol Davis,
C04555,2025-04-09,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Male,No,Masters,,,,60,,No,Alice Johnson,Profile reviewed.
C04556,2024-12-24,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Female,Yes,Bachelors,,,,30,,No,Eve Miller,
C04557,2025-03-05,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,8,Female,Yes,Bachelors,,,,30,,No,Bob Williams,Interview completed.
C04558,2025-04-16,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Diploma,,,,15,,No,David Brown,Candidate met expectations.
C04559,2025-01-31,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,Masters,,,,30,,No,Eve Miller,
C04560,2024-07-18,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Male,No,Masters,,,,30,,No,David Brown,
C04561,2025-05-16,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,3,Male,No,PhD,,,,15,,No,Bob Williams,Profile reviewed.
C04562,2024-08-15,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Female,Yes,Diploma,,,,90,,No,Bob Williams,Profile reviewed.
C04563,2025-01-18,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,4,Male,No,PhD,,,,90,,No,David Brown,
C04564,2024-07-24,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Female,Yes,Masters,,,,90,,No,Eve Miller,Awaiting feedback.
C04565,2025-01-18,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,8,Male,No,PhD,,,,90,,No,Bob Williams,
C04566,2025-04-12,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Male,No,Masters,,,,90,,No,Carol Davis,Standard application.
C04567,2025-06-06,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,12,Male,No,Diploma,,,,15,,No,Bob Williams,
C04568,2025-02-11,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,Diploma,,,,60,,No,Carol Davis,Awaiting feedback.
C04569,2025-06-27,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Bachelors,,,,15,,No,Carol Davis,Standard application.
C04570,2024-08-30,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,4,Female,Yes,PhD,,,,60,,No,Alice Johnson,Interview completed.
C04571,2025-06-10,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,9,Male,No,Masters,,,,90,,No,Carol Davis,Interview completed.
C04572,2025-01-13,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,9,Male,No,Diploma,,,,60,,No,Eve Miller,Candidate met expectations.
C04573,2025-04-22,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Female,Yes,PhD,,,,60,,No,Carol Davis,Awaiting feedback.
C04574,2025-03-05,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,Masters,,,,30,,No,David Brown,Standard application.
C04575,2025-06-04,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,PhD,,,,30,,No,Alice Johnson,Awaiting feedback.
C04576,2024-11-10,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,7,Male,No,Diploma,,,,30,,No,Eve Miller,
C04577,2025-06-09,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,PhD,,,,15,,No,Bob Williams,Interview completed.
C04578,2024-12-15,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,14,Male,No,PhD,,,,30,,No,Alice Johnson,
C04579,2024-11-30,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Bachelors,,,,90,,No,Eve Miller,
C04580,2025-03-14,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,Bachelors,,,,30,,No,Carol Davis,Standard application.
C04581,2024-08-31,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Male,No,PhD,,,,90,,No,Alice Johnson,
C04582,2025-01-25,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Female,Yes,Bachelors,,,,90,,No,Alice Johnson,Profile reviewed.
C04583,2024-10-26,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Female,Yes,Bachelors,,,,15,,No,David Brown,Interview completed.
C04584,2025-01-30,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Male,No,Masters,,,,60,,No,Bob Williams,Standard application.
C04585,2024-10-29,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,7,Male,No,PhD,,,,60,,No,Carol Davis,Interview completed.
C04586,2024-11-23,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,11,Male,No,PhD,,,,15,,No,Eve Miller,Awaiting feedback.
C04587,2024-11-14,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,20,Male,No,Masters,,,,30,,No,Eve Miller,Standard application.
C04588,2025-06-28,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,Bachelors,,,,90,,No,David Brown,
C04589,2024-12-13,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,18,Female,Yes,PhD,,,,60,,No,Bob Williams,Candidate met expectations.
C04590,2025-07-02,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Remote,5,Male,No,PhD,,,,90,,No,Bob Williams,Profile reviewed.
C04591,2024-08-15,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Female,Yes,Diploma,,,,60,,No,Bob Williams,Awaiting feedback.
C04592,2025-04-09,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Male,No,Masters,,,,30,,No,Carol Davis,Standard application.
C04593,2024-11-09,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,1,Female,Yes,PhD,,,,60,,No,Alice Johnson,Candidate met expectations.
C04594,2024-12-27,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,2,Male,No,PhD,,,,60,,No,Bob Williams,Profile reviewed.
C04595,2025-04-08,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,13,Male,No,Masters,,,,30,,No,Eve Miller,Standard application.
C04596,2024-10-22,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,10,Female,Yes,Masters,,,,15,,No,David Brown,Interview completed.
C04597,2025-01-12,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,14,Female,Yes,Masters,,,,30,,No,Eve Miller,Profile reviewed.
C04598,2024-09-19,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,Diploma,,,,15,,No,David Brown,Profile reviewed.
C04599,2025-07-05,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,14,Other,Yes,Bachelors,,,,30,,No,Alice Johnson,Interview completed.
C04600,2025-05-08,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Male,No,Bachelors,,,,90,,No,Carol Davis,Awaiting feedback.
C04601,2025-07-05,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Female,Yes,Masters,,,,90,,No,Carol Davis,Candidate met expectations.
C04602,2025-02-22,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,5,Male,No,Bachelors,,,,30,,No,Eve Miller,Awaiting feedback.
C04603,2024-08-11,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,18,Female,Yes,Bachelors,,,,30,,No,Bob Williams,Interview completed.
C04604,2024-11-09,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,6,Male,No,PhD,,,,15,,No,Eve Miller,Interview completed.
C04605,2025-05-22,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,1,Male,No,Masters,,,,90,,No,Alice Johnson,
C04606,2024-11-19,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,Bachelors,,,,90,,No,Alice Johnson,Candidate met expectations.
C04607,2024-10-22,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,20,Female,Yes,Diploma,,,,90,,No,Eve Miller,
C04608,2024-10-23,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Diploma,,,,15,,No,Carol Davis,
C04609,2025-07-08,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Male,No,Masters,,,,60,,No,David Brown,Profile reviewed.
C04610,2025-06-23,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,16,Male,No,Bachelors,,,,15,,No,Carol Davis,Interview completed.
C04611,2025-06-12,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Other,Yes,PhD,,,,60,,No,Carol Davis,Standard application.
C04612,2025-04-14,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,Bachelors,,,,90,,No,Bob Williams,Standard application.
C04613,2025-02-13,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Female,Yes,PhD,,,,15,,No,Eve Miller,Interview completed.
C04614,2025-03-17,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,7,Female,Yes,PhD,,,,15,,No,Eve Miller,Interview completed.
C04615,2025-02-07,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,PhD,,,,15,,No,Bob Williams,Candidate met expectations.
C04616,2025-02-25,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,12,Female,Yes,Diploma,,,,15,,No,David Brown,Profile reviewed.
C04617,2025-03-04,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Female,Yes,Masters,,,,30,,No,Carol Davis,Candidate met expectations.
C04618,2025-04-23,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,2,Female,Yes,Masters,,,,30,,No,Alice Johnson,Candidate met expectations.
C04619,2025-06-26,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,Masters,,,,90,,No,Carol Davis,
C04620,2024-11-15,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Female,Yes,Diploma,,,,60,,No,Bob Williams,Awaiting feedback.
C04621,2024-10-24,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,8,Male,No,Masters,,,,60,,No,David Brown,Profile reviewed.
C04622,2025-01-09,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,7,Male,No,PhD,,,,15,,No,Alice Johnson,Standard application.
C04623,2024-11-06,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,PhD,,,,30,,No,Alice Johnson,Awaiting feedback.
C04624,2025-04-24,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Masters,,,,90,,No,David Brown,
C04625,2025-01-09,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,Masters,,,,30,,No,Carol Davis,Interview completed.
C04626,2024-12-20,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,Diploma,,,,15,,No,Eve Miller,Interview completed.
C04627,2024-09-23,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Male,No,PhD,,,,90,,No,Carol Davis,Profile reviewed.
C04628,2025-03-07,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,8,Male,No,PhD,,,,15,,No,Bob Williams,Standard application.
C04629,2024-09-24,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,15,Male,No,Bachelors,,,,30,,No,Eve Miller,Interview completed.
C04630,2025-04-22,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,16,Male,No,Bachelors,,,,90,,No,Carol Davis,Interview completed.
C04631,2025-04-18,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,9,Male,No,Diploma,,,,15,,No,Eve Miller,Candidate met expectations.
C04632,2024-08-19,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Female,Yes,Diploma,,,,30,,No,David Brown,Awaiting feedback.
C04633,2025-03-30,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,10,Male,No,Bachelors,,,,15,,No,Bob Williams,
C04634,2024-11-01,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,18,Female,Yes,Masters,,,,60,,No,David Brown,Candidate met expectations.
C04635,2025-02-10,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,15,Female,Yes,Masters,,,,90,,No,David Brown,Standard application.
C04636,2024-08-12,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Male,No,Masters,,,,30,,No,Bob Williams,Awaiting feedback.
C04637,2025-04-03,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Female,Yes,Masters,,,,15,,No,Bob Williams,Interview completed.
C04638,2025-03-02,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,1,Male,No,Bachelors,,,,90,,No,Alice Johnson,Standard application.
C04639,2025-02-01,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,1,Male,No,Bachelors,,,,15,,No,Alice Johnson,Awaiting feedback.
C04640,2024-11-24,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Female,Yes,PhD,,,,90,,No,Alice Johnson,
C04641,2024-07-10,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Remote,9,Male,No,PhD,,,,60,,No,Alice Johnson,Candidate met expectations.
C04642,2024-09-26,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,12,Male,No,Diploma,,,,30,,No,Carol Davis,
C04643,2025-05-25,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,14,Female,Yes,Diploma,,,,90,,No,David Brown,Profile reviewed.
C04644,2024-07-30,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,13,Male,No,Masters,,,,15,,No,Alice Johnson,Awaiting feedback.
C04645,2024-09-03,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Male,No,Bachelors,,,,15,,No,Eve Miller,
C04646,2025-03-23,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,15,Male,No,Diploma,,,,30,,No,Eve Miller,Interview completed.
C04647,2024-07-27,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Male,No,Diploma,,,,60,,No,David Brown,Profile reviewed.
C04648,2025-04-08,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Diploma,,,,90,,No,Carol Davis,Interview completed.
C04649,2025-05-06,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,12,Male,No,PhD,,,,30,,No,Bob Williams,Interview completed.
C04650,2024-12-07,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,10,Male,No,Masters,,,,90,,No,Carol Davis,Candidate met expectations.
C04651,2025-06-07,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,12,Male,No,Masters,,,,60,,No,Eve Miller,Interview completed.
C04652,2025-01-12,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Female,Yes,Bachelors,,,,30,,No,David Brown,Awaiting feedback.
C04653,2025-02-01,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Male,No,PhD,,,,90,,No,Alice Johnson,
C04654,2025-02-05,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Female,Yes,Bachelors,,,,60,,No,Eve Miller,Standard application.
C04655,2024-08-19,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,Bachelors,,,,15,,No,Alice Johnson,Awaiting feedback.
C04656,2025-01-30,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Female,Yes,Masters,,,,90,,No,Alice Johnson,
C04657,2025-02-03,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Male,No,PhD,,,,15,,No,Alice Johnson,
C04658,2025-05-30,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,9,Male,No,Masters,,,,30,,No,Carol Davis,Candidate met expectations.
C04659,2025-02-24,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Female,Yes,PhD,,,,15,,No,Eve Miller,Interview completed.
C04660,2025-02-25,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Female,Yes,Diploma,,,,60,,No,David Brown,
C04661,2025-02-04,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,15,Female,Yes,PhD,,,,15,,No,David Brown,
C04662,2024-12-30,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Male,No,Masters,,,,90,,No,David Brown,
C04663,2025-06-25,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,5,Male,No,Bachelors,,,,15,,No,Bob Williams,Standard application.
C04664,2024-11-18,Agency,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,6,Other,Yes,Masters,,,,15,,No,Alice Johnson,Awaiting feedback.
C04665,2025-06-28,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,16,Male,No,Bachelors,,,,30,,No,Bob Williams,
C04666,2024-08-13,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Female,Yes,Masters,,,,60,,No,David Brown,Awaiting feedback.
C04667,2024-09-08,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,PhD,,,,30,,No,Eve Miller,Standard application.
